L1    (CLK0)              : INPUT     :  1 1 0 1 1 1 1 0 0 0 1 0 1 1 1 1 0 ! 
A8    (IOA8)              : OUTPUT3   :  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
A8    (IOA8)              : CONTROL   :  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 

A9    (IOA9)              : INPUT     :  1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
A9    (IOA9)              : OUTPUT3   :  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
A9    (IOA9)              : CONTROL   :  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 

AA10  (IOAA10)            : INPUT     :  1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
AA10  (IOAA10)            : OUTPUT3   :  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
AA10  (IOAA10)            : CONTROL   :  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 

AA11  (IOAA11)            : INPUT     :  1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
AA11  (IOAA11)            : OUTPUT3   :  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
AA11  (IOAA11)            : CONTROL   :  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 

AA12  (IOAA12)            : INPUT     :  1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
AA12  (IOAA12)            : OUTPUT3   :  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
AA12  (IOAA12)            : CONTROL   :  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 

AA13  (IOAA13)            : INPUT     :  1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
AA13  (IOAA13)            : OUTPUT3   :  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
AA13  (IOAA13)            : CONTROL   :  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 

AA14  (IOAA14)            : INPUT     :  1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
AA14  (IOAA14)            : OUTPUT3   :  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
AA14  (IOAA14)            : CONTROL   :  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 

AA15  (IOAA15)            : INPUT     :  1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
AA15  (IOAA15)            : OUTPUT3   :  1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
AA15  (IOAA15)            : CONTROL   :  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 

AA16  (IOAA16)            : INPUT     :  1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
AA16  (IOAA16)            : OUTPUT3   :  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
AA16  (IOAA16)            : CONTROL   :  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 

AA17  (IOAA17)            : INPUT     :  1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
AA17  (IOAA17)            : OUTPUT3   :  1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
AA17  (IOAA17)            : CONTROL   :  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 

AA18  (IOAA18)            : INPUT     :  1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
AA18  (IOAA18)            : OUTPUT3   :  1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
AA18  (IOAA18)            : CONTROL   :  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 

AA19  (IOAA19)            : INPUT     :  1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
AA19  (IOAA19)            : OUTPUT3   :  1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
AA19  (IOAA19)            : CONTROL   :  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 

AA20  (IOAA20)            : INPUT     :  1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
AA20  (IOAA20)            : OUTPUT3   :  1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
AA20  (IOAA20)            : CONTROL   :  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 

AA3   (IOAA3)             : INPUT     :  1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
AA3   (IOAA3)             : OUTPUT3   :  1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
AA3   (IOAA3)             : CONTROL   :  1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 

AA4   (IOAA4)             : INPUT     :  0 0 0 0 1 0 0 0 1 0 0 1 0 0 0 0 0 ! 
AA4   (IOAA4)             : OUTPUT3   :  1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
AA4   (IOAA4)             : CONTROL   :  1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 

AA5   (IOAA5)             : INPUT     :  1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
AA5   (IOAA5)             : OUTPUT3   :  1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
AA5   (IOAA5)             : CONTROL   :  1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 

AA6   (IOAA6)             : INPUT     :  1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
AA6   (IOAA6)             : OUTPUT3   :  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
AA6   (IOAA6)             : CONTROL   :  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 

AA7   (IOAA7)             : INPUT     :  1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
AA7   (IOAA7)             : OUTPUT3   :  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
AA7   (IOAA7)             : CONTROL   :  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 

AA8   (IOAA8)             : INPUT     :  1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
AA8   (IOAA8)             : OUTPUT3   :  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
AA8   (IOAA8)             : CONTROL   :  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 

AA9   (IOAA9)             : INPUT     :  1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
AA9   (IOAA9)             : OUTPUT3   :  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
AA9   (IOAA9)             : CONTROL   :  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 

AB10  (IOAB10)            : INPUT     :  1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
AB10  (IOAB10)            : OUTPUT3   :  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
AB10  (IOAB10)            : CONTROL   :  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 

AB11  (IOAB11)            : INPUT     :  1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
AB11  (IOAB11)            : OUTPUT3   :  1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
AB11  (IOAB11)            : CONTROL   :  1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 

AB12  (IOAB12)            : INPUT     :  1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
AB12  (IOAB12)            : OUTPUT3   :  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
AB12  (IOAB12)            : CONTROL   :  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 

AB13  (IOAB13)            : INPUT     :  1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
AB13  (IOAB13)            : OUTPUT3   :  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
AB13  (IOAB13)            : CONTROL   :  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 

AB14  (IOAB14)            : INPUT     :  1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
AB14  (IOAB14)            : OUTPUT3   :  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
AB14  (IOAB14)            : CONTROL   :  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 

AB15  (IOAB15)            : INPUT     :  1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
AB15  (IOAB15)            : OUTPUT3   :  1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
AB15  (IOAB15)            : CONTROL   :  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 

AB16  (IOAB16)            : INPUT     :  1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
AB16  (IOAB16)            : OUTPUT3   :  1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
AB16  (IOAB16)            : CONTROL   :  1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 

AB17  (IOAB17)            : INPUT     :  1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
AB17  (IOAB17)            : OUTPUT3   :  1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
AB17  (IOAB17)            : CONTROL   :  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 

AB18  (IOAB18)            : INPUT     :  1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
AB18  (IOAB18)            : OUTPUT3   :  1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
AB18  (IOAB18)            : CONTROL   :  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 

AB19  (IOAB19)            : INPUT     :  1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
AB19  (IOAB19)            : OUTPUT3   :  1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
AB19  (IOAB19)            : CONTROL   :  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 

AB20  (IOAB20)            : INPUT     :  1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
AB20  (IOAB20)            : OUTPUT3   :  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
AB20  (IOAB20)            : CONTROL   :  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 

AB3   (IOAB3)             : INPUT     :  1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
AB3   (IOAB3)             : OUTPUT3   :  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
AB3   (IOAB3)             : CONTROL   :  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 

AB4   (IOAB4)             : INPUT     :  1 1 0 1 1 1 1 1 1 1 1 1 0 1 1 1 1 ! 
AB4   (IOAB4)             : OUTPUT3   :  1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
AB4   (IOAB4)             : CONTROL   :  1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 

AB5   (IOAB5)             : INPUT     :  1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
AB5   (IOAB5)             : OUTPUT3   :  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
AB5   (IOAB5)             : CONTROL   :  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 

AB6   (IOAB6)             : INPUT     :  1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
AB6   (IOAB6)             : OUTPUT3   :  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
AB6   (IOAB6)             : CONTROL   :  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 

AB7   (IOAB7)             : INPUT     :  1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
AB7   (IOAB7)             : OUTPUT3   :  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
AB7   (IOAB7)             : CONTROL   :  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 

AB8   (IOAB8)             : INPUT     :  1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
AB8   (IOAB8)             : OUTPUT3   :  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
AB8   (IOAB8)             : CONTROL   :  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 

AB9   (IOAB9)             : INPUT     :  1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
AB9   (IOAB9)             : OUTPUT3   :  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
AB9   (IOAB9)             : CONTROL   :  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 

B10   (IOB10)             : INPUT     :  1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
B10   (IOB10)             : OUTPUT3   :  0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 ! 
B10   (IOB10)             : CONTROL   :  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 

B11   (IOB11)             : INPUT     :  1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
B11   (IOB11)             : OUTPUT3   :  0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 ! 
B11   (IOB11)             : CONTROL   :  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 

B13   (IOB13)             : INPUT     :  1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
B13   (IOB13)             : OUTPUT3   :  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
B13   (IOB13)             : CONTROL   :  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 

B14   (IOB14)             : INPUT     :  1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
B14   (IOB14)             : OUTPUT3   :  1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
B14   (IOB14)             : CONTROL   :  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 

B15   (IOB15)             : INPUT     :  0 0 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 ! 
B15   (IOB15)             : OUTPUT3   :  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
B15   (IOB15)             : CONTROL   :  1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 

B16   (IOB16)             : INPUT     :  0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 ! 
B16   (IOB16)             : OUTPUT3   :  0 0 0 0 1 1 0 0 1 1 1 0 0 0 0 0 0 ! 
B16   (IOB16)             : CONTROL   :  1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 

B17   (IOB17)             : INPUT     :  1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
B17   (IOB17)             : OUTPUT3   :  1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 ! 
B17   (IOB17)             : CONTROL   :  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 

B18   (IOB18)             : INPUT     :  1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
B18   (IOB18)             : OUTPUT3   :  0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 ! 
B18   (IOB18)             : CONTROL   :  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 

B19   (IOB19)             : INPUT     :  0 0 1 0 0 0 0 0 0 0 0 0 1 0 1 0 1 ! 
B19   (IOB19)             : OUTPUT3   :  0 0 0 0 0 1 0 0 1 0 0 0 0 1 0 0 1 ! 
B19   (IOB19)             : CONTROL   :  1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 

B20   (IOB20)             : INPUT     :  0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 ! 
B20   (IOB20)             : OUTPUT3   :  0 0 0 1 0 1 0 0 0 0 0 1 0 0 0 0 1 ! 
B20   (IOB20)             : CONTROL   :  1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 

B3    (IOB3)              : INPUT     :  1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
B3    (IOB3)              : OUTPUT3   :  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
B3    (IOB3)              : CONTROL   :  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 

B4    (IOB4)              : INPUT     :  1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
B4    (IOB4)              : OUTPUT3   :  0 1 1 0 0 0 1 0 0 1 0 1 1 0 1 0 1 ! 
B4    (IOB4)              : CONTROL   :  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 

B5    (IOB5)              : INPUT     :  1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
B5    (IOB5)              : OUTPUT3   :  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
B5    (IOB5)              : CONTROL   :  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 

B6    (IOB6)              : INPUT     :  1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
B6    (IOB6)              : OUTPUT3   :  0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 ! 
B6    (IOB6)              : CONTROL   :  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 

B7    (IOB7)              : INPUT     :  1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
B7    (IOB7)              : OUTPUT3   :  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
B7    (IOB7)              : CONTROL   :  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 

B8    (IOB8)              : INPUT     :  1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
B8    (IOB8)              : OUTPUT3   :  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
B8    (IOB8)              : CONTROL   :  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 

B9    (IOB9)              : INPUT     :  1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
B9    (IOB9)              : OUTPUT3   :  0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 ! 
B9    (IOB9)              : CONTROL   :  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 

C1    (IOC1)              : INPUT     :  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
C1    (IOC1)              : OUTPUT3   :  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
C1    (IOC1)              : CONTROL   :  0 0 0 0 0 0 0 0 1 1 0 0 1 0 0 0 1 ! 

C10   (IOC10)             : INPUT     :  1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
C10   (IOC10)             : OUTPUT3   :  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
C10   (IOC10)             : CONTROL   :  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 

C13   (IOC13)             : INPUT     :  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
C13   (IOC13)             : OUTPUT3   :  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
C13   (IOC13)             : CONTROL   :  1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 

C14   (IOC14)             : INPUT     :  0 0 0 0 0 0 1 0 0 1 0 0 0 1 0 0 0 ! 
C14   (IOC14)             : OUTPUT3   :  0 0 1 1 1 0 0 0 0 1 1 1 0 1 0 0 0 ! 
C14   (IOC14)             : CONTROL   :  1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 

C16   (IOC16)             : INPUT     :  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
C16   (IOC16)             : OUTPUT3   :  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
C16   (IOC16)             : CONTROL   :  1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 

C17   (IOC17)             : INPUT     :  1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
C17   (IOC17)             : OUTPUT3   :  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
C17   (IOC17)             : CONTROL   :  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 

C18   (IOC18)             : INPUT     :  1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
